"package","class"
"ChemmineOB","_p_OpenBabel__OBUnitCell"
"ChemmineOB","_p_OpenBabel__OBConformerData"
"ChemmineOB","_p_OpenBabel__OBSymmetryData"
"ChemmineOB","_p_OpenBabel__OBTorsion"
"ChemmineOB","_p_OpenBabel__OBTorsionData"
"ChemmineOB","_p_OpenBabel__OBAngle"
"ChemmineOB","_p_OpenBabel__OBAngleData"
"ChemmineOB","_p_OpenBabel__OBSerialNums"
"ChemmineOB","_p_OpenBabel__OBVibrationData"
"ChemmineOB","_p_OpenBabel__OBDOSData"
"ChemmineOB","_p_OpenBabel__OBOrbital"
"ChemmineOB","_p_OpenBabel__OBOrbitalData"
"ChemmineOB","_p_OpenBabel__OBElectronicTransitionData"
"ChemmineOB","_p_OpenBabel__OBRotationData"
"ChemmineOB","_p_OpenBabel__OBVectorData"
"ChemmineOB","_p_OpenBabel__OBMatrixData"
"ChemmineOB","_p_OpenBabel__OBFreeGridPoint"
"ChemmineOB","_p_OpenBabel__OBFreeGrid"
"ChemmineOB","_p_OpenBabel__OBPcharge"
"ChemmineOB","_p_OpenBabel__OBGridData"
"ChemmineOB","_p_OpenBabel__OBChainsParser"
"ChemmineOB","_p_OpenBabel__OBAtomTyper"
"ChemmineOB","_p_OpenBabel__OBAromaticTyper"
"ChemmineOB","_p_OpenBabel__OBRingTyper"
"ChemmineOB","_p_std__binary_functionT_char_const_p_char_const_p_bool_t"
"ChemmineOB","_p_OpenBabel__CharPtrLess"
"ChemmineOB","OpenBabel::CharPtrLess"
"ChemmineOB","_p_OpenBabel__OBPlugin"
"ChemmineOB","_p_std__stringbuf"
"ChemmineOB","_p_OpenBabel__OBError"
"ChemmineOB","_p_OpenBabel__OBMessageHandler"
"ChemmineOB","_p_OpenBabel__obLogBuf"
"ChemmineOB","_p_OpenBabel__OBFormat"
"ChemmineOB","_p_OpenBabel__OBConversion"
"ChemmineOB","_p_OpenBabel__OBResidue"
"ChemmineOB","_p_OpenBabel__OBInternalCoord"
"ChemmineOB","_p_OpenBabel__OBAtom"
"ChemmineOB","_p_OpenBabel__OBBond"
"ChemmineOB","_p_OpenBabel__OBReaction"
"ChemmineOB","_p_OpenBabel__OBMol"
"ChemmineOB","_p_OpenBabel__OBRing"
"ChemmineOB","_p_OpenBabel__OBRingSearch"
"ChemmineOB","_p_OpenBabel__OBRTree"
"ChemmineOB","_p_OpenBabel__OBSmartsPattern"
"ChemmineOB","_p_OpenBabel__OBSmartsMatcher"
"ChemmineOB","_p_OpenBabel__OBSSMatch"
"ChemmineOB","_p_OpenBabel__AliasData"
"ChemmineOB","_p_OpenBabel__OBFingerprint"
"ChemmineOB","_p_OpenBabel__FptIndexHeader"
"ChemmineOB","OpenBabel::FptIndexHeader"
"ChemmineOB","_p_OpenBabel__FastSearch"
"ChemmineOB","_p_OpenBabel__FastSearchIndexer"
"ChemmineOB","_p_OpenBabel__OBDescriptor"
"ChemmineOB","_p_OpenBabel__OBBuilder"
"ChemmineOB","_p_OpenBabel__OBOp"
"ChemmineOB","_p_OpenBabel__OBChargeModel"
"ChemmineOB","_p_OpenBabel__OBGraphSym"
"ChemmineOB","_p_OpenBabel__OBIsomorphismMapper"
"ChemmineOB","_p_OpenBabel__OBQueryAtom"
"ChemmineOB","_p_OpenBabel__OBQueryBond"
"ChemmineOB","_p_OpenBabel__OBQuery"
"ChemmineOB","_p_OpenBabel__OBStereo"
"ChemmineOB","OpenBabel::OBStereo"
"ChemmineOB","_p_OpenBabel__OBStereoUnit"
"ChemmineOB","OpenBabel::OBStereoUnit"
"ChemmineOB","_p_OpenBabel__OBStereoBase"
"ChemmineOB","_p_OpenBabel__OBStereoFacade"
"ChemmineOB","_p_OpenBabel__OBRotorRule"
"ChemmineOB","_p_OpenBabel__OBRotorRules"
"ChemmineOB","_p_OpenBabel__OBRotor"
"ChemmineOB","_p_OpenBabel__OBRotorList"
"ChemmineOB","_p_OpenBabel__rotor_digit"
"ChemmineOB","_p_OpenBabel__OBRotorKeys"
"ChemmineOB","_p_OpenBabel__OBRotamerList"
"ChemmineOB","_p_OpenBabel__OBSpectrophore"
"ChemmineOB","_p_OpenBabel__LineSearchType"
"ChemmineOB","OpenBabel::LineSearchType"
"ChemmineOB","_p_OpenBabel__OBFFParameter"
"ChemmineOB","_p_OpenBabel__OBFFCalculation2"
"ChemmineOB","_p_OpenBabel__OBFFCalculation3"
"ChemmineOB","_p_OpenBabel__OBFFCalculation4"
"ChemmineOB","_p_OpenBabel__OBFFConstraint"
"ChemmineOB","_p_OpenBabel__OBFFConstraints"
"ChemmineOB","_p_OpenBabel__OBForceField"
"ChemmineOB","_p_OpenBabel__OBConformerFilter"
"ChemmineOB","_p_OpenBabel__OBConformerFilters"
"ChemmineOB","_p_OpenBabel__OBStericConformerFilter"
"ChemmineOB","_p_OpenBabel__OBConformerScore"
"ChemmineOB","_p_OpenBabel__OBRMSDConformerScore"
"ChemmineOB","_p_OpenBabel__OBEnergyConformerScore"
"ChemmineOB","_p_OpenBabel__OBMinimizingEnergyConformerScore"
"ChemmineOB","_p_OpenBabel__OBMinimizingRMSDConformerScore"
"ChemmineOB","_p_OpenBabel__OBConformerSearch"
"ChemmineOB","_p_OpenBabel__OBAlign"
"ChemmineOB","_p_OpenBabel__OBMolAtomIter"
"ChemmineOB","_p_OpenBabel__OBMolAtomDFSIter"
"ChemmineOB","_p_OpenBabel__OBMolAtomBFSIter"
"ChemmineOB","_p_OpenBabel__OBMolBondBFSIter"
"ChemmineOB","_p_OpenBabel__OBMolBondIter"
"ChemmineOB","_p_OpenBabel__OBAtomAtomIter"
"ChemmineOB","_p_OpenBabel__OBAtomBondIter"
"ChemmineOB","_p_OpenBabel__OBResidueIter"
"ChemmineOB","_p_OpenBabel__OBResidueAtomIter"
"ChemmineOB","_p_OpenBabel__OBMolAngleIter"
"ChemmineOB","_p_OpenBabel__OBMolTorsionIter"
"ChemmineOB","_p_OpenBabel__OBMolPairIter"
"ChemmineOB","_p_OpenBabel__OBMolRingIter"
"ChemmineOB","_p_OpenBabel__OBTetraNonPlanarStereo"
"ChemmineOB","_p_OpenBabel__OBTetraPlanarStereo"
"ChemmineOB","_p_OpenBabel__OBTetrahedralStereo"
"ChemmineOB","_p_OpenBabel__OBCisTransStereo"
"ChemmineOB","_p_OpenBabel__OBSquarePlanarStereo"
"ChemmineOB","_p_OpenBabel__OBTetrahedralConfig"
"ChemmineOB","OpenBabel::OBTetrahedralConfig"
"ChemmineOB","_p_OpenBabel__OBCisTransConfig"
"ChemmineOB","OpenBabel::OBCisTransConfig"
"ChemmineOB","_p_OpenBabel__OBSquarePlanarConfig"
"ChemmineOB","OpenBabel::OBSquarePlanarConfig"
"ChemmineR","SDFstr"
"ChemmineR","ExternalReference"
"ChemmineR","SDF"
"ChemmineR","ExtSDF"
"ChemmineR","SDFset"
"ChemmineR","SDFset"
"ChemmineR","SMI"
"ChemmineR","SMIset"
"ChemmineR","AP"
"ChemmineR","APset"
"ChemmineR","FP"
"ChemmineR","FPset"
"ChemmineR","jobToken"
"ChemmineR","RSWIGStruct"
"ChemmineR","ExternalReferenceSwig"
"ChemmineR","NativeRoutinePointer"
"ChemmineR","CRoutinePointer"
"ChemmineR","EnumerationValue"
"ChemmineR","SWIGArray"
"ChemmineR","C++Reference"
"ChemmineR","_p_Descriptors"
"Chicago","chicagoData"
"ChIPanalyser","genomicProfilesInternal"
"ChIPanalyser","ChIPScore"
"ChIPanalyser","parameterOptions"
"ChIPanalyser","ChIPScore"
"ChIPanalyser","genomicProfiles"
"chipenrich","GeneSet"
"ChIPexoQual","ExoData"
"ChIPpeakAnno","annoGR"
"ChIPpeakAnno","bindist"
"ChIPpeakAnno","permPool"
"ChIPQC","ChIPQCexperiment"
"ChIPQC","ChIPQCsample"
"ChIPseeker","csAnno"
"ChIPseqR","ReadCounts"
"ChIPseqR","BindScore"
"ChIPseqR","RLEReadCounts"
"ChIPseqR","RLEBindScore"
"chopsticks","snp.matrix"
"chopsticks","X.snp.matrix"
"chopsticks","snp"
"chopsticks","X.snp"
"chopsticks","snp.dprime"
"Chromatograms","Chromatograms"
"Chromatograms","ChromBackendDummy"
"Chromatograms","ChromBackend"
"Chromatograms","ChromBackendMemory"
"Chromatograms","ChromBackendMzR"
"tests","DummyBackend"
"tests","DummyBackend"
"ChromHeatMap","ChrMapPlot"
"ChromHeatMap","ChrStrandData"
"ChromHeatMap","ChrStrandMatrix"
"chromswitch","LocalPeaks"
"chromVAR","chromVARDeviations"
"cicero","CustomTrack"
"CircSeqAlignTk","CircSeqAlignTkRefIndex"
"CircSeqAlignTk","CircSeqAlignTkAlign"
"CircSeqAlignTk","CircSeqAlignTkCoverage"
"CircSeqAlignTk","CircSeqAlignTkSim"
"ClassifyR","CrossValParams"
"ClassifyR","StageParams"
"ClassifyR","TransformParams"
"ClassifyR","FeatureSetCollection"
"ClassifyR","SelectParams"
"ClassifyR","TrainParams"
"ClassifyR","PredictParams"
"ClassifyR","ModellingParams"
"ClassifyR","ClassifyResult"
"ClassifyR","MixModelsListsSet"
"ClassifyR","pcaModel"
"ClassifyR","prevalModel"
"cleanUpdTSeq","modelInfo"
"cleanUpdTSeq","naiveBayes"
"cleanUpdTSeq","PASclassifier"
"cleanUpdTSeq","featureVector"
"clevRvis","seaObject"
"clippda","aclinicalProteomicsData"
"CluMSID","MS2spectrum"
"CluMSID","pseudospectrum"
"clusterProfiler","groupGOResult"
"ClusterSignificance","Pcp"
"ClusterSignificance","Mlp"
"ClusterSignificance","ClassifiedPoints"
"ClusterSignificance","PermutationResults"
"clusterStab","BenHur"
"clusterStab","ClusterComp"
"ClustIRR","clust_irr"
"cmapR","GCT"
"cn.mops","CNVDetectionResult"
"CNTools","CNSeg"
"CNTools","RS"
"CNVPanelizer","CNVPanelizerResults"
"CNVPanelizer","CNVPanelizerResults"
"CNVrd2","CNVrd2"
"CNVrd2","clusteringCNVs"
"codelink","Codelink"
"codelink","CodelinkSet"
"codelink","CodelinkSetUnique"
"CoGAPS","CogapsParams"
"CoGAPS","CogapsResult"
"cogena","cogena"
"cogena","genecl"
"cola","ConsensusPartitionList"
"cola","ConsensusPartition"
"cola","DownSamplingConsensusPartition"
"cola","HierarchicalPartition"
"ComplexHeatmap","AdditiveUnit"
"ComplexHeatmap","AnnotationFunction"
"ComplexHeatmap","ColorMapping"
"ComplexHeatmap","Legends"
"ComplexHeatmap","Heatmap"
"ComplexHeatmap","HeatmapAnnotation"
"ComplexHeatmap","HeatmapList"
"ComplexHeatmap","SingleAnnotation"
"CompoundDb","CompoundIdFilter"
"CompoundDb","SpectrumIdFilter"
"CompoundDb","NameFilter"
"CompoundDb","MsmsMzRangeMinFilter"
"CompoundDb","MsmsMzRangeMaxFilter"
"CompoundDb","ExactmassFilter"
"CompoundDb","FormulaFilter"
"CompoundDb","InchiFilter"
"CompoundDb","InchikeyFilter"
"CompoundDb","IonIdFilter"
"CompoundDb","IonAdductFilter"
"CompoundDb","IonMzFilter"
"CompoundDb","IonRtFilter"
"CompoundDb","CompDb"
"CompoundDb","IonDb"
"CompoundDb","MsBackendCompDb"
"consensus","MultiMeasure"
"consensus","ConsensusFit"
"contiBAIT","StrandReadMatrix"
"contiBAIT","StrandFreqMatrix"
"contiBAIT","StrandStateMatrix"
"contiBAIT","LinkageGroupList"
"contiBAIT","LibraryGroupList"
"contiBAIT","ContigOrdering"
"contiBAIT","ChrTable"
"contiBAIT","StrandStateList"
"conumee","CNV.anno"
"conumee","CNV.data"
"conumee","CNV.analysis"
"CoRegNet","coregnet"
"CoreGx","CoreSet"
"CoreGx","DataMapper"
"CoreGx","LongTable"
"CoreGx","LongTableDataMapper"
"CoreGx","TreatmentResponseExperiment"
"CoreGx","TREDataMapper"
"coseq","coseqResults"
"CoSIA","CoSIA"
"CoSIA","CoSIAn"
"CoverageView","CoverageBigWigFile"
"cpvSNP","GeneSetResult"
"cpvSNP","GeneSetResultCollection"
"cpvSNP","VEGASResult"
"cpvSNP","VEGASResultCollection"
"cpvSNP","GLOSSIResult"
"cpvSNP","GLOSSIResultCollection"
"crisprBase","BaseEditor"
"crisprBase","CrisprNickase"
"crisprBase","CrisprNuclease"
"crisprBase","Nickase"
"crisprBase","Nuclease"
"crisprDesign","GuideSet"
"crisprDesign","PairedGuideSet"
"crlmm","PredictionRegion"
"csaw","readParam"
"CSSP","CSSPFit"
"cTRAP","GCT"
"cummeRbund","CuffRun"
"cummeRbund","CuffData"
"cummeRbund","CuffDist"
"cummeRbund","CuffSet"
"cummeRbund","CuffFeature"
"cummeRbund","CuffGene"
"cummeRbund","CuffFeatureSet"
"cummeRbund","CuffGeneSet"
"cyanoFilter","PhytopFilter"
"cyanoFilter","MarginEvents"
"cyanoFilter","DebrisFilter"
"cydar","CyData"
"cypress","design_in"
"cypress","cypress_out"
"cypress","est_out"
"CytoMDS","DistSum"
"CytoMDS","MDS"
"CytoML","diva_workspace"
"CytoML","flowjo_workspace"
"CytoML","graphGML"
"CytoPipeline","CytoPipeline"
"CytoPipeline","CytoProcessingStep"
"dada2","derep"
"dada2","dada"
"dagLogo","dagBackground"
"ddCt","ColMap"
"ddCt","ddCtParam"
"ddCt","errBarchartParameter"
"ddCt","ddCtExpression"
"ddCt","InputFrame"
"ddCt","InputReader"
"ddCt","SDMReader"
"ddCt","TSVReader"
"ddCt","QuantStudioReader"
"debCAM","CAMPrepObj"
"debCAM","CAMMGObj"
"debCAM","CAMASObj"
"debCAM","CAMObj"
"debCAM","MDLObj"
"DeeDeeExperiment","DeeDeeExperiment"
"DeepBlueR","DeepBlueCommand"
"deepSNV","deepSNV"
"DEGreport","DEGSet"
"DEGseq","laneRaw"
"DEGseq","lanePair"
"DEGseq","PairNorm"
"DEGseq","PairResult"
"DelayedArray","ConstantArraySeed"
"DelayedArray","ConstantArray"
"DelayedArray","ConstantMatrix"
"DelayedArray","DelayedAbind"
"DelayedArray","SeedBinder"
"DelayedArray","DelayedAperm"
"DelayedArray","SeedDimPicker"
"DelayedArray","DelayedArray"
"DelayedArray","DelayedMatrix"
"DelayedArray","DelayedArray1"
"DelayedArray","DelayedNaryIsoOp"
"DelayedArray","ConformableSeedCombiner"
"DelayedArray","DelayedOp"
"DelayedArray","DelayedUnaryOp"
"DelayedArray","DelayedUnaryIsoOp"
"DelayedArray","DelayedNaryOp"
"DelayedArray","DelayedSetDimnames"
"DelayedArray","DelayedDimnames"
"DelayedArray","DelayedSubassign"
"DelayedArray","DelayedSubset"
"DelayedArray","DelayedUnaryIsoOpStack"
"DelayedArray","DelayedUnaryIsoOpWithArgs"
"DelayedArray","RealizationSink"
"DelayedArray","arrayRealizationSink"
"DelayedArray","RleArray"
"DelayedArray","RleMatrix"
"DelayedArray","RleArraySeed"
"DelayedArray","SolidRleArraySeed"
"DelayedArray","RleRealizationSink"
"DelayedArray","ChunkedRleArraySeed"
"DelayedArray","ChunkedRleArraySeed"
"DelayedRandomArray","RandomArraySeed"
"DelayedRandomArray","RandomUnifArraySeed"
"DelayedRandomArray","RandomUnifArray"
"DelayedRandomArray","RandomUnifMatrix"
"DelayedRandomArray","RandomNormArraySeed"
"DelayedRandomArray","RandomNormArray"
"DelayedRandomArray","RandomNormMatrix"
"DelayedRandomArray","RandomPoisArraySeed"
"DelayedRandomArray","RandomPoisArray"
"DelayedRandomArray","RandomPoisMatrix"
"DelayedRandomArray","RandomExpArraySeed"
"DelayedRandomArray","RandomExpArray"
"DelayedRandomArray","RandomExpMatrix"
"DelayedRandomArray","RandomBetaArraySeed"
"DelayedRandomArray","RandomBetaArray"
"DelayedRandomArray","RandomBetaMatrix"
"DelayedRandomArray","RandomBinomArraySeed"
"DelayedRandomArray","RandomBinomArray"
"DelayedRandomArray","RandomBinomMatrix"
"DelayedRandomArray","RandomCauchyArraySeed"
"DelayedRandomArray","RandomCauchyArray"
"DelayedRandomArray","RandomCauchyMatrix"
"DelayedRandomArray","RandomChisqArraySeed"
"DelayedRandomArray","RandomChisqArray"
"DelayedRandomArray","RandomChisqMatrix"
"DelayedRandomArray","RandomFArraySeed"
"DelayedRandomArray","RandomFArray"
"DelayedRandomArray","RandomFMatrix"
"DelayedRandomArray","RandomGammaArraySeed"
"DelayedRandomArray","RandomGammaArray"
"DelayedRandomArray","RandomGammaMatrix"
"DelayedRandomArray","RandomNbinomArraySeed"
"DelayedRandomArray","RandomNbinomArray"
"DelayedRandomArray","RandomNbinomMatrix"
"DelayedRandomArray","RandomGeomArraySeed"
"DelayedRandomArray","RandomGeomArray"
"DelayedRandomArray","RandomGeomMatrix"
"DelayedRandomArray","RandomHyperArraySeed"
"DelayedRandomArray","RandomHyperArray"
"DelayedRandomArray","RandomHyperMatrix"
"DelayedRandomArray","RandomLnormArraySeed"
"DelayedRandomArray","RandomLnormArray"
"DelayedRandomArray","RandomLnormMatrix"
"DelayedRandomArray","RandomLogisArraySeed"
"DelayedRandomArray","RandomLogisArray"
"DelayedRandomArray","RandomLogisMatrix"
"DelayedRandomArray","RandomTArraySeed"
"DelayedRandomArray","RandomTArray"
"DelayedRandomArray","RandomTMatrix"
"DelayedRandomArray","RandomWilcoxArraySeed"
"DelayedRandomArray","RandomWilcoxArray"
"DelayedRandomArray","RandomWilcoxMatrix"
"DelayedRandomArray","RandomWeibullArraySeed"
"DelayedRandomArray","RandomWeibullArray"
"DelayedRandomArray","RandomWeibullMatrix"
"DeMAND","demand"
"demuxmix","Demuxmix"
"demuxmix","NaiveMixModel"
"demuxmix","RegMixModel"
"DESeq2","DESeqDataSet"
"DESeq2","DESeqResults"
"DESeq2","DESeqTransform"
"destiny","GeneRelevance"
"destiny","Sigmas"
"DEsubs","heatmap"
"DEsubs","barplot"
"DEsubs","dotplot"
"DEXSeq","DEXSeqDataSet"
"DEXSeq","DEXSeqResults"
"DFP","ExpressionLevel"
"DFP","LowExpressionLevel"
"DFP","MediumExpressionLevel"
"DFP","HighExpressionLevel"
"DFP","ExpressionLevel"
"DFP","LowExpressionLevel"
"DFP","MediumExpressionLevel"
"DFP","HighExpressionLevel"
"diffHic","pairParam"
"diggit","diggit"
"DirichletMultinomial","DMN"
"DirichletMultinomial","DMNGroup"
"DMCFB","BSDMC"
"DMCHMM","BSData"
"DMCHMM","BSDMCs"
"DMRcate","CpGannotated"
"DMRcate","DMResults"
"Doscheda","ChemoProtSet"
"DOSE","compareClusterResult"
"DOSE","enrichResult"
"DOSE","gseaResult"
"dreamlet","cellSpecificityValues"
"dreamlet","dreamletResult"
"dreamlet","dreamletProcessedData"
"dreamlet","dreamletResult"
"dreamlet","dreamletProcessedData"
"dreamlet","dreamletProcessedData"
"dreamlet","dreamlet_mash_result"
"dreamlet","vpDF"
"dreamlet","vpDF"
"DRIMSeq","dmDSdata"
"DRIMSeq","dmDSfit"
"DRIMSeq","dmDSprecision"
"DRIMSeq","dmDStest"
"DRIMSeq","dmSQTLdata"
"DRIMSeq","dmSQTLfit"
"DRIMSeq","dmSQTLprecision"
"DRIMSeq","dmSQTLtest"
"DRIMSeq","MatrixList"
"DriverNet","DriverNetResult"
"DspikeIn","ExpData"
"DspikeIn","ExpData"
"DuplexDiscovereR","DuplexDiscovererResults"
"DynDoc","DynDoc"
"DynDoc","SweaveOptions"
"DynDoc","codeChunk"
"DynDoc","chunkList"
"DynDoc","Vignette"
"DynDoc","vignetteCode"
"easyRNASeq","BamParam"
"easyRNASeq","AnnotParam"
"easyRNASeq","AnnotParamCharacter"
"easyRNASeq","AnnotParamObject"
"easyRNASeq","RnaSeqParam"
"EBarrays","ebarraysFamily"
"EBarrays","ebarraysPatterns"
"EBarrays","ebarraysEMfit"
"EBImage","Image"
"EBImage","ImageSubclass"
"edge","deSet"
"edge","deFit"
"edgeR","DGEExact"
"edgeR","DGEList"
"edgeR","DGEGLM"
"edgeR","DGELRT"
"edgeR","TopTags"
"enhancerHomologSearch","Enhancers"
"ENmix","rgDataSet"
"EnrichDO","EnrichResult"
"ensembldb","EnsDb"
"ensembldb","OnlyCodingTxFilter"
"ensembldb","ProtDomIdFilter"
"ensembldb","ProteinDomainIdFilter"
"ensembldb","ProteinDomainSourceFilter"
"ensembldb","UniprotDbFilter"
"ensembldb","UniprotMappingTypeFilter"
"ensembldb","TxSupportLevelFilter"
"ensembldb","TxIsCanonicalFilter"
"ensembldb","TxExternalNameFilter"
"ensemblVEP","VEPParam"
"ensemblVEP","VEPFlags"
"ensemblVEP","VEPParam67"
"ensemblVEP","VEPParam73"
"ensemblVEP","VEPParam75"
"ensemblVEP","VEPParam77"
"ensemblVEP","VEPParam78"
"ensemblVEP","VEPParam82"
"ensemblVEP","VEPParam88"
"epidecodeR","epidecodeR"
"epidecodeR","epidecodeR"
"epigenomix","ChIPseqSet"
"epigenomix","MixModel"
"epigenomix","MixModelBayes"
"epigenomix","MixModelML"
"epigenomix","MixtureComponent"
"epiregulon","CellNumSol"
"epivizrData","EpivizMeasurement"
"erma","ErmaSet"
"erma","narrDF"
"tests","FakeCollectionType"
"tests","FakeGeneSet"
"esetVis","esetPlot"
"esetVis","ggplotEsetPlot"
"esetVis","esetPlotInteractive"
"esetVis","plotlyEsetPlot"
"esetVis","ggvisEsetPlot"
"exomeCopy","ExomeCopy"
"ExperimentHub","ExperimentHub"
"ExperimentHubData","ExperimentHubMetadata"
"fabia","Factorization"
"FamAgg","FAData"
"FamAgg","FATrait"
"FamAgg","FAKinGroupResults"
"FamAgg","FAKinSumResults"
"FamAgg","FAGenIndexResults"
"FamAgg","FAIncidenceRateResults"
"FamAgg","FAStdIncidenceRateResults"
"FamAgg","FABinTestResults"
"FamAgg","FAProbResults"
"farms","INI_Calls"
"fastLiquidAssociation","fastMLA"
"fastLiquidAssociation","mass.CNM"
"fastLiquidAssociation","fastboots.GLA"
"fCI","NPCI"
"fCI","fCI"
"FELLA","igraph"
"flagme","peaksDataset"
"flagme","peaksAlignment"
"flagme","clusterAlignment"
"flagme","progressiveAlignment"
"flagme","betweenAlignment"
"flagme","multipleAlignment"
"flowBin","FlowSample"
"flowBin","BinnedFlowSample"
"flowcatchR","Frames"
"flowcatchR","ParticleSet"
"flowcatchR","LinkedParticleSet"
"flowcatchR","TrajectorySet"
"flowcatchR","KinematicsFeatures"
"flowcatchR","KinematicsFeaturesSet"
"flowClust","flowClust"
"flowClust","flowClustList"
"flowClust","flowDens"
"flowClust","tmixFilter"
"flowClust","tmixFilterResult"
"flowCore","flowFrame"
"flowCore","flowSet"
"flowCore","transform"
"flowCore","parameters"
"flowCore","singleParameterTransform"
"flowCore","nullParameter"
"flowCore","filter"
"flowCore","concreteFilter"
"flowCore","parameterFilter"
"flowCore","parameterFilter"
"flowCore","filters"
"flowCore","filtersList"
"flowCore","rectangleGate"
"flowCore","quadGate"
"flowCore","polygonGate"
"flowCore","polytopeGate"
"flowCore","ellipsoidGate"
"flowCore","kmeansFilter"
"flowCore","sampleFilter"
"flowCore","boundaryFilter"
"flowCore","expressionFilter"
"flowCore","timeFilter"
"flowCore","filterReference"
"flowCore","setOperationFilter"
"flowCore","unionFilter"
"flowCore","intersectFilter"
"flowCore","complementFilter"
"flowCore","subsetFilter"
"flowCore","filterResult"
"flowCore","logicalFilterResult"
"flowCore","multipleFilterResult"
"flowCore","manyFilterResult"
"flowCore","randomFilterResult"
"flowCore","filterResultList"
"flowCore","filterList"
"flowCore","filterSummary"
"flowCore","filterSummaryList"
"flowCore","parameterTransform"
"flowCore","transformMap"
"flowCore","transformList"
"flowCore","transformFilter"
"flowCore","compensation"
"flowCore","compensatedParameter"
"flowCore","normalization"
"flowCore","unitytransform"
"flowCore","multiRangeGate"
"flowCore","dg1polynomial"
"flowCore","ratio"
"flowCore","quadratic"
"flowCore","squareroot"
"flowCore","logarithm"
"flowCore","exponential"
"flowCore","asinht"
"flowCore","sinht"
"flowCore","ratiotGml2"
"flowCore","hyperlog"
"flowCore","EHtrans"
"flowCore","splitscale"
"flowCore","invsplitscale"
"flowCore","transformReference"
"flowDensity","CellPopulation"
"flowFP","flowFPModel"
"flowFP","binBoundary"
"flowFP","flowFP"
"flowFP","flowFPPlex"
"flowMap","FRstats"
"flowMatch","Cluster"
"flowMatch","ClusteredSample"
"flowMatch","ClusterMatch"
"flowMatch","MetaCluster"
"flowMatch","Template"
"flowMeans","Populations"
"flowMerge","flowObj"
"flowMerge","flowMerge"
"flowPlots","StackedData"
"flowStats","curv1Filter"
"flowStats","curv2Filter"
"flowStats","lymphFilter"
"flowStats","norm2Filter"
"flowStats","rangeFilter"
"flowWorkspace","GatingSet"
"flowWorkspace","GatingSet_legacy"
"flowWorkspace","GatingHierarchy"
"flowWorkspace","booleanFilter"
"flowWorkspace","cytoframe"
"flowWorkspace","cytoset"
"flowWorkspace","GatingSetList"
"fmcsR","MCS"
"fmrs","fmrstunpar"
"fmrs","fmrsfit"
"FRASER","FraserDataSet"
"frma","frmaExpressionSet"
"funtooNorm","SampleSet"
"GARS","GarsSelectedFeatures"
"GateFinder","GatingProjection"
"gDNAx","gDNAx"
"GDSArray","GDSArraySeed"
"GDSArray","GDSArray"
"GDSArray","GDSMatrix"
"genArise","Spot"
"genArise","DataSet"
"genbankr","GenBankRecord"
"genbankr","GenBankFile"
"genbankr","GBKFile"
"genbankr","GBFile"
"genbankr","GBAccession"
"geneClassifiers","ClassifierParameters"
"geneClassifiers","ClassifierResults"
"geneClassifiers","FixedExpressionData"
"geneClassifiers","TransformationProcess"
"genefilter","rowROC"
"GeneGA","GeneFoldGA"
"GeneGA","GeneGA"
"GeneRegionScan","ProbeLevelSet"
"GeneStructureTools","whippetDataSet"
"genomation","RandomEnrichment"
"genomation","ScoreMatrix"
"genomation","ScoreMatrixList"
"genomation","AnnotationByFeature"
"genomation","AnnotationByGeneParts"
"GenomAutomorphism","BaseSeq"
"GenomAutomorphism","BaseSeqMatrix"
"GenomAutomorphism","BaseGroup"
"GenomAutomorphism","CodonGroup"
"GenomAutomorphism","CodonSeq"
"GenomAutomorphism","CodonMatrix"
"GenomAutomorphism","ListCodonMatrix"
"GenomAutomorphism","MatrixSeq"
"GenomAutomorphism","GRangesMatrixSeq"
"GenomAutomorphism","MatrixList"
"GenomAutomorphism","Automorphism"
"GenomAutomorphism","AutomorphismList"
"GenomAutomorphism","AutomorphismByCoef"
"GenomAutomorphism","ConservedRegion"
"GenomicAlignments","GAlignmentPairs"
"GenomicAlignments","GAlignments"
"GenomicAlignments","GAlignmentsList"
"GenomicAlignments","GappedReads"
"GenomicAlignments","OverlapEncodings"
"inst","FileManager"
"GenomicFiles","GenomicFiles"
"GenomicFiles","VcfStack"
"GenomicFiles","RangedVcfStack"
"GenomicInteractions","GenomicInteractions"
"GenomicRanges","Constraint"
"GenomicRanges","DelegatingGenomicRanges"
"GenomicRanges","GenomicRanges"
"GenomicRanges","GenomicPos"
"GenomicRanges","GenomicRangesList"
"GenomicRanges","SimpleGenomicRangesList"
"GenomicRanges","CompressedGenomicRangesList"
"GenomicRanges","GNCList"
"GenomicRanges","GPos"
"GenomicRanges","UnstitchedGPos"
"GenomicRanges","StitchedGPos"
"GenomicRanges","GRanges"
"GenomicRanges","GRangesFactor"
"GenomicRanges","GRangesList"
"GenomicRanges","SimpleGRangesList"
"GenomicRanges","CompressedGRangesList"
"GenomicScores","GScores"
"GenomicSuperSignature","GenomicSignatures"
"GenomicSuperSignature","PCAGenomicSignatures"
"GenomicTuples","GTuples"
"GenomicTuples","GTuplesList"
"GenVisR","Clinical"
"GenVisR","ClinicalData"
"GenVisR","GMS_v4"
"GenVisR","GMS"
"GenVisR","Lolliplot"
"GenVisR","LolliplotData"
"GenVisR","LolliplotPlots"
"GenVisR","MutationAnnotationFormat_v1.0"
"GenVisR","MutationAnnotationFormat_v2.0"
"GenVisR","MutationAnnotationFormat_v2.1"
